Address,City,state,matchAddress,Style,Style2,yearBuilt,propertyRank,currentUse,buildingName,communityArea,architect,buildingType,chicagoLandmarkLink,latitude,longitude,imageLink,photoCredit,photoCreditLink,webLink
3558 S Artesian Avenue,Chicago,IL,3558-s-artesian-avenue,Italianate,,1888,Possesses potentially significant architectural or historical features(OR),,DuPont-Whitehouse house,McKinley Park ,Oscar Cobb & Company,Single Family Residence,http://webapps.cityofchicago.org/landmarksweb/search/searchdetail.htm?pin=1636406020&formNumber=591226007,41.82859,-87.686599,https://chicagoarchitecturedata.com/static/images/building_images/3558-s-artesian-avenue-1415475850.jpg.800x800_q85_upscale.jpg,John Morris,http://john-morris.com/,https://chicagoarchitecturedata.com/buildings/3558-s-artesian-avenue/
2703 S Shields Avenue,Chicago,IL,2703-s-shields-avenue,Italianate,,1874,Possesses potentially significant architectural or historical features(OR),,James Ward Public School,Armour Square ,,School,http://webapps.cityofchicago.org/landmarksweb/search/searchdetail.htm?pin=1728412001&formNumber=340101002,41.843988,-87.635376,https://chicagoarchitecturedata.com/static/images/building_images/2703-s-shields-avenue-1487561960.jpg.800x800_q85_upscale.jpg,John Morris,http://john-morris.com/,https://chicagoarchitecturedata.com/buildings/2703-s-shields-avenue/
2201 W 21st Street,Chicago,IL,2201-w-21st-street,Italianate,Neo-Grec,,Possesses potentially significant architectural or historical features(OR),El Valor Thrift Shop,,Lower West Side ,,Commercial/Residential,http://webapps.cityofchicago.org/landmarksweb/search/searchdetail.htm?pin=1719319024&formNumber=312513013,41.853668,-87.680955,https://chicagoarchitecturedata.com/static/images/building_images/2201-w-21st-place-1424063560.jpg.400x400_q85_crop_upscale.jpg,John Morris,http://john-morris.com/,https://chicagoarchitecturedata.com/buildings/2201-w-21st-street/
12 E Division Street,Chicago,IL,12-e-division-street,Italianate,Classical,1891,Possesses potentially significant architectural or historical features(OR),12 East Cleaners,,Near North Side ,,Commercial/Residential,http://webapps.cityofchicago.org/landmarksweb/search/searchdetail.htm?pin=1703112005&formNumber=084214009,41.90414,-87.628107,https://chicagoarchitecturedata.com/static/images/building_images/12-e-division-street-1414962596.jpg.800x800_q85_upscale.jpg,John Morris,http://john-morris.com/,https://chicagoarchitecturedata.com/buildings/12-e-division-street/
110 W Grand Avenue,Chicago,IL,110-w-grand-avenue,Italianate,,1891,Possesses potentially significant architectural or historical features(OR),,,Near North Side ,,Single Family Residence,http://webapps.cityofchicago.org/landmarksweb/search/searchdetail.htm?pin=1709239021&formNumber=084207068,41.891867,-87.63169,https://chicagoarchitecturedata.com/static/images/building_images/110-w-grand-avenue-141991606.jpg.800x800_q85_upscale.jpg,John Morris,http://john-morris.com/,https://chicagoarchitecturedata.com/buildings/110-w-grand-avenue/
1425 W Cullerton Street,Chicago,IL,1425-w-cullerton-street,Italianate,,1879,Possesses potentially significant architectural or historical features(OR),,,Lower West Side ,,2-3 Flat,http://webapps.cityofchicago.org/landmarksweb/search/searchdetail.htm?pin=1720322015&formNumber=312511036,41.854887,-87.662275,https://chicagoarchitecturedata.com/static/images/assessor_images/17203220150000.jpg,Cook County Assessor,http://www.cookcountyassessor.com,https://chicagoarchitecturedata.com/buildings/1425-w-cullerton-street/
1323 W 18th Place,Chicago,IL,1323-w-18th-place,Italianate,Neo-Grec,1929,Possesses potentially significant architectural or historical features(OR),,,Lower West Side ,,2-3 Flat,http://webapps.cityofchicago.org/landmarksweb/search/searchdetail.htm?pin=1720314019&formNumber=310115051,41.856738,-87.659791,https://chicagoarchitecturedata.com/static/images/assessor_images/17203140190000.jpg,Cook County Assessor,http://www.cookcountyassessor.com,https://chicagoarchitecturedata.com/buildings/1323-w-18th-place/
1618 S Allport Street,Chicago,IL,1618-s-allport-street,Italianate,,1879,Possesses potentially significant architectural or historical features(OR),,,Lower West Side ,,2-3 Flat,http://webapps.cityofchicago.org/landmarksweb/search/searchdetail.htm?pin=1720306028&formNumber=310115046,41.859142,-87.658042,https://chicagoarchitecturedata.com/static/images/assessor_images/17203060280000.jpg,Cook County Assessor,http://www.cookcountyassessor.com,https://chicagoarchitecturedata.com/buildings/1618-s-allport-street/
1444 W 18th Street,Chicago,IL,1444-w-18th-street,Italianate,Second Empire,1889,Possesses potentially significant architectural or historical features(OR),Ideal Paint & Wallpaper,,Lower West Side ,,Commercial/Residential,http://webapps.cityofchicago.org/landmarksweb/search/searchdetail.htm?pin=1720303027&formNumber=312511005,41.858114,-87.663056,https://chicagoarchitecturedata.com/static/images/assessor_images/17203030270000.jpg,Cook County Assessor,http://www.cookcountyassessor.com,https://chicagoarchitecturedata.com/buildings/1444-w-18th-street/
1454 W 18th Street,Chicago,IL,1454-w-18th-street,Italianate,Eastlake,1889,Possesses potentially significant architectural or historical features(OR),Polo's Restaurant,,Lower West Side ,,Commercial/Residential,http://webapps.cityofchicago.org/landmarksweb/search/searchdetail.htm?pin=1720303023&formNumber=312511004,41.858108,-87.663423,https://chicagoarchitecturedata.com/static/images/assessor_images/17203030230000.jpg,Cook County Assessor,http://www.cookcountyassessor.com,https://chicagoarchitecturedata.com/buildings/1454-w-18th-street/
1445 W 17th Street,Chicago,IL,1445-w-17th-street,Italianate,,1894,Possesses potentially significant architectural or historical features(OR),,,Lower West Side ,,2-3 Flat,http://webapps.cityofchicago.org/landmarksweb/search/searchdetail.htm?pin=1720303007&formNumber=312511060,41.858499,-87.663067,https://chicagoarchitecturedata.com/static/images/assessor_images/17203030070000.jpg,Cook County Assessor,http://www.cookcountyassessor.com,https://chicagoarchitecturedata.com/buildings/1445-w-17th-street/
213 S Bell Avenue,Chicago,IL,213-s-bell-avenue,Italianate,,1882,Possesses potentially significant architectural or historical features(OR),,,Near West Side ,,Multi-Residential,http://webapps.cityofchicago.org/landmarksweb/search/searchdetail.htm?pin=1718115027&formNumber=282710021,41.878224,-87.68242,https://chicagoarchitecturedata.com/static/images/assessor_images/17181150270000.jpg,Cook County Assessor,http://www.cookcountyassessor.com,https://chicagoarchitecturedata.com/buildings/213-s-bell-avenue/
215 S Bell Avenue,Chicago,IL,215-s-bell-avenue,Italianate,,1882,Possesses potentially significant architectural or historical features(OR),,,Near West Side ,,Multi-Residential,http://webapps.cityofchicago.org/landmarksweb/search/searchdetail.htm?pin=1718115026&formNumber=282710021,41.878153,-87.682419,https://chicagoarchitecturedata.com/static/images/assessor_images/17181150260000.jpg,Cook County Assessor,http://www.cookcountyassessor.com,https://chicagoarchitecturedata.com/buildings/215-s-bell-avenue/
217 S Bell Avenue,Chicago,IL,217-s-bell-avenue,Italianate,,1882,Possesses potentially significant architectural or historical features(OR),,,Near West Side ,,Multi-Residential,http://webapps.cityofchicago.org/landmarksweb/search/searchdetail.htm?pin=1718115025&formNumber=282710021,41.878094,-87.682417,https://chicagoarchitecturedata.com/static/images/assessor_images/17181150250000.jpg,Cook County Assessor,http://www.cookcountyassessor.com,https://chicagoarchitecturedata.com/buildings/217-s-bell-avenue/
2301 W Monroe Street,Chicago,IL,2301-w-monroe-street,Italianate,Neo-Grec,1879,Possesses potentially significant architectural or historical features(OR),,,Near West Side ,,Single Family Residence,http://webapps.cityofchicago.org/landmarksweb/search/searchdetail.htm?pin=1718105021&formNumber=282710011,41.879599,-87.684093,https://chicagoarchitecturedata.com/static/images/assessor_images/17181050210000.jpg,Cook County Assessor,http://www.cookcountyassessor.com,https://chicagoarchitecturedata.com/buildings/2301-w-monroe-street/
22 S Leavitt Street,Chicago,IL,22-s-leavitt-street,Italianate,,1879,Possesses potentially significant architectural or historical features(OR),,,Near West Side ,,Single Family Residence,http://webapps.cityofchicago.org/landmarksweb/search/searchdetail.htm?pin=1718101024&formNumber=282710019,41.880512,-87.681888,https://chicagoarchitecturedata.com/static/images/assessor_images/17181010240000.jpg,Cook County Assessor,http://www.cookcountyassessor.com,https://chicagoarchitecturedata.com/buildings/22-s-leavitt-street/
2302 W Monroe Street,Chicago,IL,2302-w-monroe-street,Italianate,Neo-Grec,1884,Possesses potentially significant architectural or historical features(OR),,,Near West Side ,,Single Family Residence,http://webapps.cityofchicago.org/landmarksweb/search/searchdetail.htm?pin=1718100038&formNumber=282710010,41.880157,-87.68421,https://chicagoarchitecturedata.com/static/images/assessor_images/17181000380000.jpg,Cook County Assessor,http://www.cookcountyassessor.com,https://chicagoarchitecturedata.com/buildings/2302-w-monroe-street/
235 S Halsted Street,Chicago,IL,235-s-halsted-street,Italianate,"Neo-Grec, Romanesque",,Possesses potentially significant architectural or historical features(OR),New Jackson Hotel,,Near West Side ,,Hotel,http://webapps.cityofchicago.org/landmarksweb/search/searchdetail.htm?pin=1716110005&formNumber=282706003,41.878253,-87.6469,https://chicagoarchitecturedata.com/static/images/assessor_images/17161100050000.jpg,Cook County Assessor,http://www.cookcountyassessor.com,https://chicagoarchitecturedata.com/buildings/235-s-halsted-street/
159 W Kinzie Street,Chicago,IL,159-w-kinzie-street,Italianate,,,Possesses potentially significant architectural or historical features(OR),A. Daigger & Co.,,Near North Side ,,Commercial/Residential,http://webapps.cityofchicago.org/landmarksweb/search/searchdetail.htm?pin=1709404005&formNumber=084203001,41.888965,-87.633378,https://chicagoarchitecturedata.com/static/images/assessor_images/17094040050000.jpg,Cook County Assessor,http://www.cookcountyassessor.com,https://chicagoarchitecturedata.com/buildings/159-w-kinzie-street/
412 N Clark Street,Chicago,IL,412-n-clark-street,Italianate,,,Possesses potentially significant architectural or historical features(OR),,,Near North Side ,,Commercial/Residential,http://webapps.cityofchicago.org/landmarksweb/search/searchdetail.htm?pin=1709260010&formNumber=084207018,41.889675,-87.631371,https://chicagoarchitecturedata.com/static/images/assessor_images/17092600100000.jpg,Cook County Assessor,http://www.cookcountyassessor.com,https://chicagoarchitecturedata.com/buildings/412-n-clark-street/
331 W Superior Street,Chicago,IL,331-w-superior-street,Italianate,,,Possesses potentially significant architectural or historical features(OR),Club Lago,,Near North Side ,,Commercial/Residential,http://webapps.cityofchicago.org/landmarksweb/search/searchdetail.htm?pin=1709208001&formNumber=084207025,41.895327,-87.636953,https://chicagoarchitecturedata.com/static/images/assessor_images/17092080010000.jpg,Cook County Assessor,http://www.cookcountyassessor.com,https://chicagoarchitecturedata.com/buildings/331-w-superior-street/
116 N Willard Court,Chicago,IL,116-n-willard-court,Italianate,,1859,Possesses potentially significant architectural or historical features(OR),,,Near West Side ,,Single Family Residence,http://webapps.cityofchicago.org/landmarksweb/search/searchdetail.htm?pin=1708330016&formNumber=282716021,41.883537,-87.657985,https://chicagoarchitecturedata.com/static/images/assessor_images/17083300160000.jpg,Cook County Assessor,http://www.cookcountyassessor.com,https://chicagoarchitecturedata.com/buildings/116-n-willard-court/
2214 W Warren Boulevard,Chicago,IL,2214-w-warren-boulevard,Italianate,Eastlake,1889,Possesses potentially significant architectural or historical features(OR),,,Near West Side ,,Single Family Residence,http://webapps.cityofchicago.org/landmarksweb/search/searchdetail.htm?pin=1707325040&formNumber=282718058,41.882415,-87.682246,https://chicagoarchitecturedata.com/static/images/assessor_images/17073250400000.jpg,Cook County Assessor,http://www.cookcountyassessor.com,https://chicagoarchitecturedata.com/buildings/2214-w-warren-boulevard/
2224 W Warren Boulevard,Chicago,IL,2224-w-warren-boulevard,Italianate,Eastlake,1877,Possesses potentially significant architectural or historical features(OR),,,Near West Side ,,Single Family Residence,http://webapps.cityofchicago.org/landmarksweb/search/searchdetail.htm?pin=1707325036&formNumber=282718058,41.882409,-87.682573,https://chicagoarchitecturedata.com/static/images/assessor_images/17073250360000.jpg,Cook County Assessor,http://www.cookcountyassessor.com,https://chicagoarchitecturedata.com/buildings/2224-w-warren-boulevard/
837 N Paulina Street,Chicago,IL,837-n-paulina-street,Italianate,,1879,Possesses potentially significant architectural or historical features(OR),,,West Town ,,2-3 Flat,http://webapps.cityofchicago.org/landmarksweb/search/searchdetail.htm?pin=1706439002&formNumber=242605055,41.897134,-87.669423,https://chicagoarchitecturedata.com/static/images/assessor_images/17064390020000.jpg,Cook County Assessor,http://www.cookcountyassessor.com,https://chicagoarchitecturedata.com/buildings/837-n-paulina-street/
838 N Hermitage Avenue,Chicago,IL,838-n-hermitage-avenue,Italianate,,1884,Possesses potentially significant architectural or historical features(OR),,,West Town ,,2-3 Flat,http://webapps.cityofchicago.org/landmarksweb/search/searchdetail.htm?pin=1706437008&formNumber=242605044,41.897158,-87.671347,https://chicagoarchitecturedata.com/static/images/assessor_images/17064370080000.jpg,Cook County Assessor,http://www.cookcountyassessor.com,https://chicagoarchitecturedata.com/buildings/838-n-hermitage-avenue/
947 N Wolcott Avenue,Chicago,IL,947-n-wolcott-avenue,Italianate,,1891,Possesses potentially significant architectural or historical features(OR),,,West Town ,,2-3 Flat,http://webapps.cityofchicago.org/landmarksweb/search/searchdetail.htm?pin=1706423006&formNumber=242605026,41.899152,-87.674358,https://chicagoarchitecturedata.com/static/images/assessor_images/17064230060000.jpg,Cook County Assessor,http://www.cookcountyassessor.com,https://chicagoarchitecturedata.com/buildings/947-n-wolcott-avenue/
1037 N Wood Street,Chicago,IL,1037-n-wood-street,Italianate,,1897,Possesses potentially significant architectural or historical features(OR),,,West Town ,,2-3 Flat,http://webapps.cityofchicago.org/landmarksweb/search/searchdetail.htm?pin=1706417003&formNumber=242605038,41.90073,-87.671979,https://chicagoarchitecturedata.com/static/images/assessor_images/17064170030000.jpg,Cook County Assessor,http://www.cookcountyassessor.com,https://chicagoarchitecturedata.com/buildings/1037-n-wood-street/
1913 W Division Street,Chicago,IL,1913-w-division-street,Italianate,,1894,Possesses potentially significant architectural or historical features(OR),,,West Town ,,Commercial/Residential,http://webapps.cityofchicago.org/landmarksweb/search/searchdetail.htm?pin=1706401005&formNumber=242605075,41.903131,-87.675399,https://chicagoarchitecturedata.com/static/images/assessor_images/17064010050000.jpg,Cook County Assessor,http://www.cookcountyassessor.com,https://chicagoarchitecturedata.com/buildings/1913-w-division-street/
1214 N Paulina Street,Chicago,IL,1214-n-paulina-street,Italianate,,,Possesses potentially significant architectural or historical features(OR),,,West Town ,,2-3 Flat,http://webapps.cityofchicago.org/landmarksweb/search/searchdetail.htm?pin=1706234042&formNumber=243208125,41.903863,-87.670786,https://chicagoarchitecturedata.com/static/images/assessor_images/17062340420000.jpg,Cook County Assessor,http://www.cookcountyassessor.com,https://chicagoarchitecturedata.com/buildings/1214-n-paulina-street/
1619 W Julian Street,Chicago,IL,1619-w-julian-street,Italianate,,1886,Possesses potentially significant architectural or historical features(OR),,,West Town ,,2-3 Flat,http://webapps.cityofchicago.org/landmarksweb/search/searchdetail.htm?pin=1706214020&formNumber=243208135,41.908137,-87.668425,https://chicagoarchitecturedata.com/static/images/assessor_images/17062140200000.jpg,Cook County Assessor,http://www.cookcountyassessor.com,https://chicagoarchitecturedata.com/buildings/1619-w-julian-street/
1509 N Wicker Park Avenue,Chicago,IL,1509-n-wicker-park-avenue,Italianate,,1889,Possesses potentially significant architectural or historical features(OR),,,West Town ,,2-3 Flat,http://webapps.cityofchicago.org/landmarksweb/search/searchdetail.htm?pin=1706208029&formNumber=243208066,41.908631,-87.676283,https://chicagoarchitecturedata.com/static/images/assessor_images/17062080290000.jpg,Cook County Assessor,http://www.cookcountyassessor.com,https://chicagoarchitecturedata.com/buildings/1509-n-wicker-park-avenue/
1248 N Damen Avenue,Chicago,IL,1248-n-damen-avenue,Italianate,,,(GN),,,West Town ,,2-3 Flat,http://webapps.cityofchicago.org/landmarksweb/search/searchdetail.htm?pin=1706127036&formNumber=243209376,41.904724,-87.677651,https://chicagoarchitecturedata.com/static/images/assessor_images/17061270360000.jpg,Cook County Assessor,http://www.cookcountyassessor.com,https://chicagoarchitecturedata.com/buildings/1248-n-damen-avenue/
1514 N Leavitt Street,Chicago,IL,1514-n-leavitt-street,Italianate,,1889,Possesses potentially significant architectural or historical features(OR),,,West Town ,Lutken & Thisslew,2-3 Flat,http://webapps.cityofchicago.org/landmarksweb/search/searchdetail.htm?pin=1706103035&formNumber=243209180,41.909094,-87.68267,https://chicagoarchitecturedata.com/static/images/assessor_images/17061030350000.jpg,Cook County Assessor,http://www.cookcountyassessor.com,https://chicagoarchitecturedata.com/buildings/1514-n-leavitt-street/
1370 W Evergreen Avenue,Chicago,IL,1370-w-evergreen-avenue,Italianate,,,Possesses potentially significant architectural or historical features(OR),,,West Town ,,2-3 Flat,http://webapps.cityofchicago.org/landmarksweb/search/searchdetail.htm?pin=1705119004&formNumber=243207119,41.906335,-87.662442,https://chicagoarchitecturedata.com/static/images/assessor_images/17051190040000.jpg,Cook County Assessor,http://www.cookcountyassessor.com,https://chicagoarchitecturedata.com/buildings/1370-w-evergreen-avenue/
1350 N Greenview Avenue,Chicago,IL,1350-n-greenview-avenue,Italianate,"Neo-Grec, Classical, Q-Anne",1891,Possesses potentially significant architectural or historical features(OR),,,West Town ,,2-3 Flat,http://webapps.cityofchicago.org/landmarksweb/search/searchdetail.htm?pin=1705116051&formNumber=243207168,41.906571,-87.66547,https://chicagoarchitecturedata.com/static/images/assessor_images/17051160510000.jpg,Cook County Assessor,http://www.cookcountyassessor.com,https://chicagoarchitecturedata.com/buildings/1350-n-greenview-avenue/
1521 N Bosworth Avenue,Chicago,IL,1521-n-bosworth-avenue,Italianate,,,Possesses potentially significant architectural or historical features(OR),,,West Town ,,2-3 Flat,http://webapps.cityofchicago.org/landmarksweb/search/searchdetail.htm?pin=1705101022&formNumber=243207078,41.909516,-87.6661,https://chicagoarchitecturedata.com/static/images/assessor_images/17051010220000.jpg,Cook County Assessor,http://www.cookcountyassessor.com,https://chicagoarchitecturedata.com/buildings/1521-n-bosworth-avenue/
147 W Burton Place,Chicago,IL,147-w-burton-place,Italianate,,1891,Possesses potentially significant architectural or historical features(OR),,,Near North Side ,,2-3 Flat,http://webapps.cityofchicago.org/landmarksweb/search/searchdetail.htm?pin=1704205010&formNumber=084215061,41.908939,-87.633507,https://chicagoarchitecturedata.com/static/images/assessor_images/17042050100000.jpg,Cook County Assessor,http://www.cookcountyassessor.com,https://chicagoarchitecturedata.com/buildings/147-w-burton-place/
3140 W Walnut Street,Chicago,IL,3140-w-walnut-street,Italianate,,,Possesses potentially significant architectural or historical features(OR),,,East Garfield Park ,,Single Family Residence,http://webapps.cityofchicago.org/landmarksweb/search/searchdetail.htm?pin=1612308031&formNumber=272810009,41.885692,-87.705423,https://chicagoarchitecturedata.com/static/images/assessor_images/16123080310000.jpg,Cook County Assessor,http://www.cookcountyassessor.com,https://chicagoarchitecturedata.com/buildings/3140-w-walnut-street/
1535 N Maplewood Avenue,Chicago,IL,1535-n-maplewood-avenue,Italianate,,1881,Possesses potentially significant architectural or historical features(OR),,,West Town ,,2-3 Flat,http://webapps.cityofchicago.org/landmarksweb/search/searchdetail.htm?pin=1601205015&formNumber=242608025,41.909528,-87.690544,https://chicagoarchitecturedata.com/static/images/assessor_images/16012050150000.jpg,Cook County Assessor,http://www.cookcountyassessor.com,https://chicagoarchitecturedata.com/buildings/1535-n-maplewood-avenue/
215 W Eugenie Street,Chicago,IL,215-w-eugenie-street,Italianate,Classical,1891,Possesses potentially significant architectural or historical features(OR),,,Lincoln Park ,,Single Family Residence,http://webapps.cityofchicago.org/landmarksweb/search/searchdetail.htm?pin=1433422066&formNumber=07OLDT074,41.912672,-87.635426,https://chicagoarchitecturedata.com/static/images/assessor_images/14334220660000.jpg,Cook County Assessor,http://www.cookcountyassessor.com,https://chicagoarchitecturedata.com/buildings/215-w-eugenie-street/
315 W Concord Place,Chicago,IL,315-w-concord-place,Italianate,,1891,Possesses potentially significant architectural or historical features(OR),,,Lincoln Park ,,2-3 Flat,http://webapps.cityofchicago.org/landmarksweb/search/searchdetail.htm?pin=1433421017&formNumber=07OLDT034,41.911911,-87.637359,https://chicagoarchitecturedata.com/static/images/assessor_images/14334210170000.jpg,Cook County Assessor,http://www.cookcountyassessor.com,https://chicagoarchitecturedata.com/buildings/315-w-concord-place/
322 W Concord Place,Chicago,IL,322-w-concord-place,Italianate,,1891,Possesses potentially significant architectural or historical features(OR),,,Lincoln Park ,,2-3 Flat,http://webapps.cityofchicago.org/landmarksweb/search/searchdetail.htm?pin=1433420030&formNumber=07OLDT039,41.91231,-87.637637,https://chicagoarchitecturedata.com/static/images/assessor_images/14334200300000.jpg,Cook County Assessor,http://www.cookcountyassessor.com,https://chicagoarchitecturedata.com/buildings/322-w-concord-place/
224 W Willow Street,Chicago,IL,224-w-willow-street,Italianate,,1881,Possesses potentially significant architectural or historical features(OR),,,Lincoln Park ,,2-3 Flat,http://webapps.cityofchicago.org/landmarksweb/search/searchdetail.htm?pin=1433413020&formNumber=07OLDT430,41.914331,-87.635888,https://chicagoarchitecturedata.com/static/images/assessor_images/14334130200000.jpg,Cook County Assessor,http://www.cookcountyassessor.com,https://chicagoarchitecturedata.com/buildings/224-w-willow-street/
230 W Willow Street,Chicago,IL,230-w-willow-street,Italianate,,,Possesses potentially significant architectural or historical features(OR),,,Lincoln Park ,,2-3 Flat,http://webapps.cityofchicago.org/landmarksweb/search/searchdetail.htm?pin=1433413018&formNumber=07OLDT433,41.914286,-87.636067,https://chicagoarchitecturedata.com/static/images/assessor_images/14334130180000.jpg,Cook County Assessor,http://www.cookcountyassessor.com,https://chicagoarchitecturedata.com/buildings/230-w-willow-street/
232 W Willow Street,Chicago,IL,232-w-willow-street,Italianate,,,Possesses potentially significant architectural or historical features(OR),,,Lincoln Park ,,2-3 Flat,http://webapps.cityofchicago.org/landmarksweb/search/searchdetail.htm?pin=1433413018&formNumber=07OLDT433,41.914327,-87.636118,https://chicagoarchitecturedata.com/static/images/assessor_images/14334130180000.jpg,Cook County Assessor,http://www.cookcountyassessor.com,https://chicagoarchitecturedata.com/buildings/232-w-willow-street/
234 W Willow Street,Chicago,IL,234-w-willow-street,Italianate,,1891,Possesses potentially significant architectural or historical features(OR),,,Lincoln Park ,,Single Family Residence,http://webapps.cityofchicago.org/landmarksweb/search/searchdetail.htm?pin=1433413017&formNumber=07OLDT436,41.914324,-87.636256,https://chicagoarchitecturedata.com/static/images/assessor_images/14334130170000.jpg,Cook County Assessor,http://www.cookcountyassessor.com,https://chicagoarchitecturedata.com/buildings/234-w-willow-street/
325 W Menomonee Street,Chicago,IL,325-w-menomonee-street,Italianate,Colonial,1891,Possesses potentially significant architectural or historical features(OR),,,Lincoln Park ,,2-3 Flat,http://webapps.cityofchicago.org/landmarksweb/search/searchdetail.htm?pin=1433412014&formNumber=07OLDT232,41.914592,-87.637273,https://chicagoarchitecturedata.com/static/images/assessor_images/14334120140000.jpg,Cook County Assessor,http://www.cookcountyassessor.com,https://chicagoarchitecturedata.com/buildings/325-w-menomonee-street/
1816 N Lincoln Avenue,Chicago,IL,1816-n-lincoln-avenue,Italianate,,1891,Possesses potentially significant architectural or historical features(OR),,,Lincoln Park ,,Single Family Residence,http://webapps.cityofchicago.org/landmarksweb/search/searchdetail.htm?pin=1433408038&formNumber=07OLDT169,41.915505,-87.635096,https://chicagoarchitecturedata.com/static/images/assessor_images/14334080380000.jpg,Cook County Assessor,http://www.cookcountyassessor.com,https://chicagoarchitecturedata.com/buildings/1816-n-lincoln-avenue/
301 W Wisconsin Street,Chicago,IL,301-w-wisconsin-street,Italianate,,,Possesses potentially significant architectural or historical features(OR),,,Lincoln Park ,,2-3 Flat,http://webapps.cityofchicago.org/landmarksweb/search/searchdetail.htm?pin=1433407010&formNumber=07OLDT455,41.916322,-87.636473,https://chicagoarchitecturedata.com/static/images/assessor_images/14334070100000.jpg,Cook County Assessor,http://www.cookcountyassessor.com,https://chicagoarchitecturedata.com/buildings/301-w-wisconsin-street/
307 W Wisconsin Street,Chicago,IL,307-w-wisconsin-street,Italianate,,1918,Possesses potentially significant architectural or historical features(OR),,,Lincoln Park ,,2-3 Flat,http://webapps.cityofchicago.org/landmarksweb/search/searchdetail.htm?pin=1433407007&formNumber=07OLDT458,41.916319,-87.636708,https://chicagoarchitecturedata.com/static/images/assessor_images/14334070070000.jpg,Cook County Assessor,http://www.cookcountyassessor.com,https://chicagoarchitecturedata.com/buildings/307-w-wisconsin-street/
313 W Wisconsin Street,Chicago,IL,313-w-wisconsin-street,Italianate,,1881,Possesses potentially significant architectural or historical features(OR),,,Lincoln Park ,,2-3 Flat,http://webapps.cityofchicago.org/landmarksweb/search/searchdetail.htm?pin=1433407004&formNumber=07OLDT461,41.916317,-87.636939,https://chicagoarchitecturedata.com/static/images/assessor_images/14334070040000.jpg,Cook County Assessor,http://www.cookcountyassessor.com,https://chicagoarchitecturedata.com/buildings/313-w-wisconsin-street/
1613 N Mohawk Street,Chicago,IL,1613-n-mohawk-street,Italianate,,1873,Possesses potentially significant architectural or historical features(OR),,,Lincoln Park ,,2-3 Flat,http://webapps.cityofchicago.org/landmarksweb/search/searchdetail.htm?pin=1433328014&formNumber=07OLDT261,41.911465,-87.642002,https://chicagoarchitecturedata.com/static/images/assessor_images/14333280140000.jpg,Cook County Assessor,http://www.cookcountyassessor.com,https://chicagoarchitecturedata.com/buildings/1613-n-mohawk-street/
1743 N Fern Court,Chicago,IL,1743-n-fern-court,Italianate,,,Possesses potentially significant architectural or historical features(OR),,,Lincoln Park ,,2-3 Flat,http://webapps.cityofchicago.org/landmarksweb/search/searchdetail.htm?pin=1433324009&formNumber=07OLDT376,41.914034,-87.639307,https://chicagoarchitecturedata.com/static/images/assessor_images/14333240090000.jpg,Cook County Assessor,http://www.cookcountyassessor.com,https://chicagoarchitecturedata.com/buildings/1743-n-fern-court/
1726 N Hudson Avenue,Chicago,IL,1726-n-hudson-avenue,Italianate,,1881,Possesses potentially significant architectural or historical features(OR),,,Lincoln Park ,,Single Family Residence,http://webapps.cityofchicago.org/landmarksweb/search/searchdetail.htm?pin=1433322007&formNumber=07OLDT162,41.913688,-87.640153,https://chicagoarchitecturedata.com/static/images/assessor_images/14333220070000.jpg,Cook County Assessor,http://www.cookcountyassessor.com,https://chicagoarchitecturedata.com/buildings/1726-n-hudson-avenue/
2155 N Sedgwick Street,Chicago,IL,2155-n-sedgwick-street,Italianate,Queen Anne,1891,Possesses potentially significant architectural or historical features(OR),,,Lincoln Park ,,Single Family Residence,http://webapps.cityofchicago.org/landmarksweb/search/searchdetail.htm?pin=1433205003&formNumber=07MIDN343,41.921739,-87.638727,https://chicagoarchitecturedata.com/static/images/assessor_images/14332050030000.jpg,Cook County Assessor,http://www.cookcountyassessor.com,https://chicagoarchitecturedata.com/buildings/2155-n-sedgwick-street/
419 W Webster Avenue,Chicago,IL,419-w-webster-avenue,Italianate,Queen Anne,1891,Possesses potentially significant architectural or historical features(OR),,,Lincoln Park ,,2-3 Flat,http://webapps.cityofchicago.org/landmarksweb/search/searchdetail.htm?pin=1433124003&formNumber=07MIDN364,41.921726,-87.639766,https://chicagoarchitecturedata.com/static/images/assessor_images/14331240030000.jpg,Cook County Assessor,http://www.cookcountyassessor.com,https://chicagoarchitecturedata.com/buildings/419-w-webster-avenue/
444 W Webster Avenue,Chicago,IL,444-w-webster-avenue,Italianate,,1881,Possesses potentially significant architectural or historical features(OR),,,Lincoln Park ,,2-3 Flat,http://webapps.cityofchicago.org/landmarksweb/search/searchdetail.htm?pin=1433114009&formNumber=07MIDN380,41.922208,-87.640717,https://chicagoarchitecturedata.com/static/images/assessor_images/14331140090000.jpg,Cook County Assessor,http://www.cookcountyassessor.com,https://chicagoarchitecturedata.com/buildings/444-w-webster-avenue/
1947 N Fremont Street,Chicago,IL,1947-n-fremont-street,Italianate,,1894,Possesses potentially significant architectural or historical features(OR),,,Lincoln Park ,,2-3 Flat,http://webapps.cityofchicago.org/landmarksweb/search/searchdetail.htm?pin=1432409011&formNumber=074306017,41.917367,-87.650564,https://chicagoarchitecturedata.com/static/images/assessor_images/14324090110000.jpg,Cook County Assessor,http://www.cookcountyassessor.com,https://chicagoarchitecturedata.com/buildings/1947-n-fremont-street/
